oid,week,fid,totalprice,num_orders
1383670,83,2539,145.53,216
1413376,83,2139,307.49,14
1369220,83,2631,153.26,15
1279394,83,1248,153.26,26
1371718,83,1778,165.9,296
1265865,83,1062,165.9,433
1281237,83,2707,191.09,446
1302517,83,1207,419.04,53
1425089,83,1230,388,55
1347192,83,2322,387.06,243
1058100,83,2290,307.55,243
1285124,83,1727,273.6,1391
1290639,83,1109,289.12,189
1180753,83,1571,582.03,27
1223672,83,2640,290.03,26
1030905,83,1216,387.03,26
1024967,83,2126,465.63,13
1321388,83,2826,291.03,352
1223655,83,1754,290.03,162
1274620,83,1971,292.03,269
1375687,83,1198,183.36,94
1035670,83,1311,179.45,216
1429245,83,1803,183.36,188
1302246,83,1558,679.03,81
1045908,83,2581,679.03,53
1412573,83,1962,678.03,134
1384326,83,2444,670.33,27
1290919,83,2867,668.33,55
1145044,83,2760,242.53,41
1236348,83,1525,290.03,15
1140481,83,2704,290.03,41
1114412,83,2492,293,27
1140080,83,2664,316.28,270
1390627,83,2569,316.28,69
1091509,83,2490,334.71,149
1386980,84,1885,141.62,216
1457220,84,1993,146.53,136
1238100,84,2539,143.56,121
1233288,84,2631,155.26,40
1494465,84,1248,155.26,28
1000615,84,1778,185.33,231
1310272,84,1062,179.45,285
1092042,84,2707,230.86,270
1441233,84,1207,375.45,54
1448226,84,1230,439.44,68
1280163,84,2322,388,202
1123234,84,2290,281.3,189
1031300,84,1727,437.5,365
1484429,84,1109,241.56,123
1001153,84,1571,581.03,13
1404293,84,2640,291.03,13
1394432,84,1216,388.03,28
1413958,84,2126,464.63,26
1272862,84,2826,291.03,121
1392448,84,1754,292.03,176
1202086,84,1971,291.03,136
1145435,84,1198,147.5,135
1037156,84,1311,174.63,150
1154231,84,1803,161.05,80
1104573,84,1558,485.03,242
1481297,84,2581,485.03,244
1431171,84,1962,492.76,312
1430732,84,1445,670.33,15
1089270,84,2760,217.28,82
1486426,84,1525,291.03,41
1349593,84,1543,389.03,134
1196758,84,2304,388.03,15
1292772,84,2664,315.28,404
1092694,84,2569,314.28,68
1092994,84,2490,328.83,55
1228542,85,1885,141.65,231
1481400,85,1993,143.59,148
1416291,85,2539,146.5,163
1023337,85,2631,99,161
1064090,85,1248,97,95
1356388,85,1778,183.33,312
1003168,85,1062,181.42,230
1076379,85,2707,229.92,202
1497730,85,1207,390,14
1393840,85,1230,389,13
1446613,85,2322,376.39,148
1483376,85,2290,210.55,202
1335590,85,1727,447.23,257
1037536,85,1109,263.84,364
1037015,85,1571,581.03,28
1066288,85,2640,195.03,134
1356067,85,1216,387.03,15
1283241,85,2126,534.53,14
1398737,85,2826,291.03,177
1391861,85,1754,147.5,28
1390988,85,1971,290.03,27
1480882,85,1902,437.53,13
1020068,85,1311,136.77,94
1020335,85,1803,160.05,108
1241570,85,1558,484.03,80
1419479,85,2581,484.03,216
1290626,85,1962,492.76,296
1004721,85,2867,670.33,40
1431476,85,2760,214.43,28
1286829,85,1525,244.5,81
1356007,85,2704,242.5,27
1155495,85,2492,387.03,15
1232787,85,1543,388.03,13
1455357,85,2664,314.28,285
1182223,85,2569,314.28,53
1150599,85,2490,194.03,283
1085495,86,1885,139.74,204
1115659,86,1993,144.59,216
1126666,86,2539,140.65,149
1151483,86,2139,309.49,14
1321394,86,2631,95.06,80
1365989,86,1248,97,42
1431983,86,1778,182.39,123
1471979,86,1062,185.33,189
1302118,86,2707,190.15,351
1248748,86,1207,369.6,41
1242203,86,1230,388,42
1290872,86,2322,377.33,96
1394891,86,2290,194.06,485
1383150,86,1727,447.23,242
1168369,86,1109,292.94,256
1332054,86,2640,195.03,123
1414445,86,2826,290.03,271
1361357,86,1754,290.03,95
1153350,86,1971,290.03,42
1177990,86,1770,486.03,14
1380076,86,1198,199.82,107
1368196,86,1311,138.77,188
1243794,86,1803,174.63,150
1458206,86,1558,514.16,94
1251950,86,2581,517.04,82
1460805,86,1962,484.03,244
1182790,86,2444,670.33,14
1329085,86,2760,230.89,68
1012098,86,1525,243.5,41
1200765,86,2492,388.03,13
1124323,86,1543,388.03,13
1243274,86,2304,388.03,14
1381685,86,2664,314.28,310
1045953,86,2569,315.28,42
1493389,86,2490,194.03,284
1302683,87,1885,144.56,256
1338770,87,1993,144.56,338
1486950,87,2539,142.62,217
1266931,87,2631,92.15,28
1389180,87,1248,99,27
1338161,87,1778,183.39,312
1253134,87,1062,179.45,190
1149719,87,2707,191.15,379
1084843,87,1207,389,68
1082005,87,1230,378.3,80
1058255,87,2322,376.36,69
1130780,87,2290,281.3,189
1144819,87,1727,446.23,325
1194583,87,1109,252.23,216
1375050,87,1571,581.03,15
1223363,87,2640,195.03,95
1256161,87,2306,244.5,54
1008693,87,1216,389.03,28
1424856,87,2126,533.53,14
1338912,87,2826,291.03,283
1256764,87,1754,270.63,108
1401265,87,1971,298.79,81
1248313,87,1198,143.62,121
1147201,87,1311,162.05,243
1498403,87,1803,184.3,258
1200981,87,1558,486.03,53
1231199,87,2581,484.03,258
1200663,87,1962,484.03,202
1020165,87,2444,669.33,14
1365405,87,2867,670.33,26
1205546,87,2760,242.53,13
1004563,87,1525,249.29,95
1333819,87,2704,243.5,69
1391710,87,2492,389.03,27
1299272,87,2304,461.72,13
1249493,87,2664,315.28,392
1176756,87,2569,315.28,54
1121331,87,2490,197.94,420
1457500,88,1885,143.56,377
1224888,88,1993,143.62,501
1338802,88,2539,146.53,215
1071999,88,2139,308.49,28
1268612,88,2631,98,96
1486318,88,1248,95.06,68
1234101,88,1778,163.93,189
1132865,88,1062,163.96,378
1389642,88,2707,193.03,325
1149959,88,1207,379.33,121
1283486,88,1230,383.18,134
1407895,88,2322,388,150
1209492,88,2290,303.64,271
1341459,88,1727,446.23,229
1253989,88,1109,309.43,257
1059234,88,1571,583.03,14
1322035,88,2640,291.03,15
1226405,88,1754,309.43,107
1148844,88,1971,300.73,95
1028100,88,1902,446.23,14
1269594,88,1770,484.03,14
1108924,88,1198,227.95,96
1249088,88,1311,162.05,243
1166567,88,1803,161.05,109
1145291,88,1558,484.03,161
1227466,88,2581,486.03,269
1358251,88,1962,486.03,203
1396612,88,1445,670.33,15
1082614,88,2444,670.33,42
1217598,88,2867,670.33,15
1290333,88,2760,242.53,54
1013381,88,1525,244.5,28
1110188,88,2304,486.03,27
1370599,88,2664,315.28,323
1385778,88,2569,314.28,14
1327522,88,2490,194.03,634
1084881,89,1885,143.62,258
1398787,89,1993,147.5,148
1265568,89,2539,146.5,230
1300416,89,2139,307.49,27
1314714,89,2631,97,26
1060001,89,1248,99,80
1106504,89,1778,162.02,325
1023561,89,1062,163.02,338
1375724,89,2707,193.06,392
1083454,89,1207,383.21,81
1147154,89,1230,377.36,136
1260611,89,2322,379.3,107
1113296,89,2290,304.64,134
1408949,89,1727,445.23,379
1469561,89,1109,263.9,176
1237463,89,1571,583.03,28
1098225,89,2640,290.03,26
1174234,89,1216,416.13,42
1081833,89,2126,436.53,42
1332720,89,2826,292.03,311
1086464,89,1754,311.43,15
1072116,89,1971,300.73,54
1471571,89,1770,454.93,13
1038251,89,1311,199.82,109
1217575,89,1803,200.82,109
1153983,89,1558,463.69,229
1120273,89,2581,463.66,460
1315330,89,1962,467.6,109
1297668,89,1445,668.33,27
1184302,89,2867,668.33,15
1216060,89,2760,243.53,27
1277792,89,1525,292.03,14
1300821,89,2492,388.03,41
1420133,89,1543,484.03,54
1496717,89,2664,314.28,365
1469860,89,2569,315.28,42
1257385,89,2490,273.54,203
1015503,90,1885,144.53,271
1189007,90,1993,147.5,310
1321407,90,2539,146.5,121
1336809,90,2631,155.26,82
1455046,90,1248,155.26,28
1393676,90,1778,157.2,298
1167894,90,1062,157.2,216
1468182,90,2707,232.86,270
1386467,90,1207,403.55,82
1488261,90,1230,389,80
1033288,90,2322,371.51,121
1230269,90,2290,196,757
1384776,90,1727,445.23,485
1403929,90,1109,298.82,325
1127401,90,2640,292.03,15
1030952,90,2306,347.26,14
1049645,90,1216,339.5,13
1104355,90,2826,291.03,269
1082029,90,1754,311.43,54
1012518,90,1971,299.73,67
1410499,90,1198,183.36,95
1081303,90,1311,119.31,109
1114231,90,1803,175.63,150
1139818,90,1558,477.27,161
1222371,90,2581,486.03,80
1396644,90,1962,485.03,148
1425851,90,1445,435.53,94
1299311,90,2444,436.53,41
1306728,90,2867,435.53,67
1276798,90,2760,241.53,13
1407981,90,1525,291.03,27
1165409,90,2492,388.03,26
1087752,90,1543,485.03,41
1316179,90,2304,485.03,14
1262631,90,2664,315.28,350
1173442,90,2569,315.28,54
1242795,90,2490,192.06,567
1150874,91,1885,132.89,244
1444187,91,1993,133.89,229
1094349,91,2539,134.83,175
1071263,91,2139,309.49,42
1460999,91,2631,153.26,42
1155333,91,1778,163.93,161
1095064,91,1062,162.99,339
1141750,91,2707,184.36,324
1046583,91,1207,323.01,67
1323303,91,1230,318.16,148
1479889,91,2322,315.25,161
1224272,91,2290,289.09,392
1014846,91,1727,446.23,392
1209484,91,1109,309.43,189
1342981,91,1571,582.03,15
1136986,91,2640,291.03,15
1361778,91,2126,436.53,14
1488148,91,2826,292.03,392
1223990,91,1754,309.43,96
1171855,91,1971,300.73,108
1159411,91,1198,173.69,176
1010168,91,1311,160.05,215
1091197,91,1803,187.24,163
1319414,91,1558,484.03,67
1364277,91,2581,484.03,121
1251407,91,1962,484.03,109
1308620,91,1445,435.53,80
1231133,91,2444,436.53,26
1149596,91,2867,437.53,14
1341874,91,2760,243.53,28
1375260,91,1525,291.03,41
1082453,91,2704,292.03,15
1228065,91,2492,389.03,28
1413264,91,1543,484.03,54
1017743,91,2304,486.03,40
1397178,91,2664,316.28,433
1398639,91,2569,314.28,121
1116174,91,2490,195.03,1257
1456892,92,1885,135.86,231
1116822,92,1993,132.92,392
1062227,92,2539,133.86,217
1030416,92,2139,308.49,15
1268200,92,2631,154.26,55
1352203,92,1248,153.26,95
1157494,92,1778,155.2,406
1075978,92,1062,161.02,242
1104863,92,2707,189.18,203
1028013,92,1207,321.1,121
1051030,92,1230,324.04,271
1309121,92,2322,320.1,244
1394233,92,2290,295.91,419
1347232,92,1727,447.23,364
1117553,92,1109,293,230
1260687,92,2640,291.03,14
1469184,92,1216,340.5,27
1195042,92,2826,292.03,217
1200364,92,1754,309.43,136
1263565,92,1971,193.03,1972
1214807,92,1198,177.51,109
1402479,92,1311,115.46,189
1176354,92,1803,214.43,161
1399083,92,1558,435.53,379
1052879,92,2581,435.53,501
1483293,92,1962,446.26,730
1342056,92,1445,668.33,27
1100207,92,2444,668.33,28
1228530,92,2867,668.33,26
1434687,92,2760,241.53,27
1064234,92,1525,292.03,53
1250588,92,2492,387.03,15
1091891,92,1543,485.03,14
1393200,92,2664,314.28,459
1318361,92,2569,315.28,54
1250292,92,2490,280.36,351
1346470,93,1885,130.98,176
1098790,93,1993,133.89,258
1227150,93,2539,135.83,283
1054486,93,2139,307.49,15
1253338,93,2631,153.26,54
1495100,93,1778,162.02,202
1451139,93,1062,161.99,162
1477345,93,2707,190.12,243
1296994,93,1207,311.37,177
1105700,93,1230,325.98,176
1478809,93,2322,312.34,149
1319620,93,2290,303.64,391
1111699,93,1727,446.23,202
1330493,93,1109,287.18,176
1412166,93,2640,290.03,27
1023955,93,2306,347.26,13
1242425,93,2126,533.53,15
1373114,93,2826,291.03,406
1197222,93,1754,311.43,135
1498286,93,1971,195.03,946
1486132,93,1198,160.05,26
1040978,93,1311,137.77,96
1268788,93,1803,265.78,81
1302217,93,1558,436.53,339
1284006,93,2581,435.53,539
1300592,93,1962,436.53,487
1408823,93,2444,669.33,26
1174792,93,2760,243.53,41
1108284,93,1525,290.03,42
1192835,93,1543,485.03,14
1309273,93,2304,486.03,53
1032814,93,2664,310.46,352
1000957,93,2569,310.46,54
1359979,93,2490,279.36,161
1089388,94,1885,132.89,107
1298390,94,1993,135.83,296
1007116,94,2539,133.86,175
1282828,94,2139,309.49,15
1337340,94,2631,153.26,13
1373366,94,1778,161.99,189
1317698,94,1062,161.99,177
1085563,94,2707,193.09,296
1225258,94,1207,322.1,134
1302327,94,1230,317.22,149
1033085,94,2322,318.16,175
1412174,94,2290,246.44,445
1084522,94,1727,445.23,445
1246277,94,1109,311.43,298
1156971,94,2640,292.03,14
1448658,94,2306,349.26,14
1222144,94,1216,339.5,54
1311862,94,2826,270.63,474
1313979,94,1754,309.43,95
1017783,94,1971,299.73,42
1166558,94,1198,79.54,55
1043397,94,1311,160.05,134
1041463,94,1803,160.05,134
1213449,94,1558,678.03,41
1363406,94,2581,617.89,53
1155751,94,1962,678.03,81
1102591,94,1445,435.56,67
1051813,94,2444,435.56,80
1335356,94,2867,434.56,81
1215947,94,2760,241.53,28
1411879,94,1525,290.03,28
1008881,94,2704,291.03,15
1305972,94,1543,484.03,26
1337619,94,2304,485.03,14
1362146,94,2664,308.46,420
1433226,94,2569,310.46,41
1307566,94,2490,193.03,688
1320400,95,1885,134.86,257
1230929,95,1993,134.83,122
1325220,95,2539,130.04,123
1206082,95,2139,308.49,15
1050337,95,2631,154.26,42
1049359,95,1248,153.26,42
1252574,95,1778,163.99,94
1043768,95,1062,160.05,202
1449606,95,2707,193.03,177
1494460,95,1207,320.13,95
1028698,95,1230,321.13,108
1022582,95,2322,314.31,122
1373284,95,2290,240.59,258
1060296,95,1727,446.23,555
1414543,95,1109,292,756
1222301,95,1571,581.03,26
1232459,95,1216,417.13,13
1337768,95,2126,534.53,40
1458413,95,2826,261.93,351
1197615,95,1754,310.43,81
1079501,95,1971,301.73,123
1071133,95,1198,183.36,94
1205123,95,1311,162.05,243
1469406,95,1803,137.77,188
1169259,95,1558,679.03,28
1354583,95,2581,680.03,28
1109937,95,1962,679.03,15
1309615,95,1445,436.56,81
1358353,95,2444,434.56,95
1277072,95,2867,434.56,42
1344019,95,2760,242.53,14
1128010,95,1525,291.03,26
1336137,95,2704,290.03,14
1333690,95,1543,484.03,15
1065148,95,2304,485.03,41
1276647,95,2664,339.56,512
1391050,95,2569,338.56,67
1245752,95,2490,281.36,162
1082385,96,1885,136.83,271
1051762,96,1993,133.86,231
1383944,96,2539,133.89,258
1297091,96,2139,308.49,14
1196543,96,2631,154.26,122
1218470,96,1248,153.26,40
1040554,96,1778,162.99,405
1027035,96,1062,163.02,352
1108017,96,2707,193.09,258
1366292,96,1207,319.13,311
1448941,96,1230,322.1,271
1236107,96,2322,321.07,378
1188458,96,2290,302.64,352
1441652,96,1727,447.23,338
1014543,96,1109,309.43,310
1125196,96,1571,581.03,14
1468503,96,2640,292.03,15
1252729,96,2306,349.26,15
1224337,96,1216,418.13,28
1151038,96,2126,436.5,15
1163815,96,2826,265.84,420
1120860,96,1754,309.43,161
1350684,96,1971,299.73,188
1462529,96,1770,485.03,13
1018317,96,1198,169.81,258
1403068,96,1311,191.09,269
1414353,96,1803,161.05,270
1331207,96,1558,678.03,81
1233552,96,2581,679.03,42
1283819,96,1962,679.03,134
1388342,96,1445,669.33,40
1264970,96,2444,669.33,27
1340208,96,2867,668.33,28
1234438,96,2760,242.53,13
1443067,96,1525,242.53,14
1464419,96,2704,242.53,14
1338965,96,2492,293,53
1396758,96,1543,485.03,41
1279036,96,2304,485.03,42
1081246,96,2664,339.56,379
1493737,96,2569,338.56,123
1119361,96,2490,280.36,323
1402857,97,1885,133.86,203
1199762,97,1993,134.86,338
1079403,97,2539,132.89,203
1109044,97,2139,309.49,14
1050374,97,2631,155.26,13
1331294,97,1248,155.26,41
1303179,97,1778,161.02,96
1244909,97,1062,160.11,53
1364057,97,2707,178.54,149
1184905,97,1207,320.1,202
1070165,97,1230,318.19,190
1408758,97,2322,323.07,339
1477097,97,2290,291,54
1062101,97,1727,445.23,55
1000497,97,1571,583.03,27
1411670,97,2306,347.26,15
1176060,97,1216,417.13,28
1347815,97,2126,437.5,14
1185765,97,2826,256.14,161
1398033,97,1754,275.48,53
1458233,97,1971,300.73,121
1319358,97,1902,446.23,14
1261042,97,1247,446.23,13
1049202,97,1198,160.05,136
1166753,97,1311,160.05,161
1181342,97,1803,188.18,231
1437540,97,1558,679.03,40
1019827,97,2581,678.03,108
1129586,97,1962,680.03,107
1103200,97,1445,668.33,27
1302874,97,2444,669.33,40
1000263,97,2867,670.33,40
1206862,97,2760,241.53,28
1105143,97,1525,242.53,28
1240582,97,2492,292,42
1439398,97,2664,338.56,81
1465685,97,2569,339.56,27
1306627,97,2490,280.36,162
1131589,98,1885,120.28,134
1111194,98,1993,131.95,284
1368424,98,2539,134.86,189
1255102,98,2139,308.49,13
1338594,98,2631,155.26,40
1443398,98,1248,154.26,26
1129449,98,1778,163.96,190
1216287,98,1062,162.02,270
1364787,98,2707,193.06,136
1111810,98,1207,319.19,204
1286312,98,1230,319.19,189
1171153,98,2322,318.16,188
1365514,98,2290,303.64,123
1047823,98,1727,445.23,337
1048595,98,1109,234.74,608
1046705,98,1571,582.03,28
1436343,98,1216,290.03,15
1153054,98,2126,533.53,14
1404973,98,2826,264.81,215
1160801,98,1754,324.04,95
1173907,98,1971,323.04,108
1497982,98,1198,161.05,80
1271391,98,1311,138.77,96
1359602,98,1803,265.78,81
1028286,98,1558,533.5,150
1126301,98,2581,534.5,108
1493606,98,1962,535.5,231
1167135,98,1445,668.33,14
1149356,98,2444,668.33,13
1328132,98,2867,668.33,27
1266987,98,1525,242.53,14
1412682,98,2704,242.53,26
1108553,98,2492,291,26
1288330,98,1543,484.03,26
1248507,98,2304,485.03,14
1415262,98,2664,339.56,203
1488356,98,2569,339.56,216
1436850,98,2490,279.36,175
1235173,99,1885,146.47,109
1389272,99,1993,150.38,244
1367472,99,2539,150.35,176
1001634,99,2139,296.82,40
1355636,99,2631,155.26,41
1004970,99,1248,155.26,41
1124993,99,1778,163.99,122
1364372,99,1062,161.08,163
1158765,99,2707,187.27,161
1458171,99,1207,318.16,81
1375563,99,1230,316.22,54
1191451,99,2322,320.13,216
1460211,99,2290,303.64,150
1015208,99,1727,446.23,378
1108165,99,1109,254.2,283
1228964,99,2306,349.26,13
1433321,99,2826,334.71,175
1179001,99,1754,260.02,69
1466201,99,1971,322.04,68
1106117,99,1247,445.23,26
1493406,99,1198,212.43,41
1238596,99,1311,193.09,68
1104472,99,1803,139.68,216
1223829,99,1558,534.5,69
1417034,99,2581,535.5,54
1227676,99,1962,533.5,122
1059200,99,2444,669.33,28
1483669,99,2867,668.33,27
1401333,99,2760,224.13,13
1233319,99,2704,290.03,53
1412714,99,2492,293,27
1490091,99,1543,484.03,27
1442574,99,2304,486.03,13
1030909,99,2664,319.16,486
1173405,99,2569,318.16,26
1178637,99,2490,279.36,148
1256496,100,1885,144.53,163
1298009,100,1993,149.44,310
1348875,100,2539,150.35,148
1272771,100,2139,307.49,14
1313265,100,2631,97.06,108
1392835,100,1248,155.26,14
1405813,100,1778,157.14,269
1294858,100,1062,161.02,244
1115085,100,2707,194,202
1423887,100,1207,322.07,229
1250994,100,1230,321.07,162
1204955,100,2322,322.04,418
1129621,100,2290,220.19,1445
1197225,100,1727,446.23,393
1377833,100,1109,221.16,190
1378056,100,1571,484.03,28
1055278,100,1216,292.03,27
1447206,100,2126,534.53,26
1099276,100,2826,334.71,284
1275326,100,1754,324.04,231
1006926,100,1971,324.04,41
1040731,100,1311,170.75,175
1023036,100,1803,129.04,107
1263417,100,1558,678.03,95
1147662,100,2581,679.03,80
1164854,100,1962,680.03,122
1287418,100,1445,435.53,136
1403855,100,2444,436.53,148
1441310,100,2867,437.53,108
1198477,100,2760,224.13,14
1175754,100,1525,290.03,15
1330617,100,2492,389.03,41
1225179,100,1543,486.03,27
1404385,100,2304,484.03,15
1162030,100,2664,297.85,377
1027155,100,2569,319.16,95
1135436,100,2490,279.36,351
1117603,101,1885,150.41,242
1234967,101,1993,151.38,364
1438865,101,2539,149.44,216
1190381,101,2139,308.49,15
1027460,101,2631,96.09,80
1466606,101,1248,97,41
1035247,101,1778,161.99,296
1353525,101,1062,163.02,150
1435700,101,2707,193.03,243
1470748,101,1207,319.13,176
1447596,101,1230,317.19,188
1436233,101,2322,320.16,337
1309493,101,2290,224.1,1458
1463872,101,1727,446.23,311
1013616,101,1109,279.39,256
1095054,101,1571,484.03,42
1250598,101,1216,292.03,28
1262864,101,2826,334.71,258
1499802,101,1754,323.04,229
1385824,101,1971,322.04,163
1066569,101,1902,446.23,15
1050145,101,1770,484.03,26
1112173,101,1198,160.05,53
1165190,101,1311,154.29,284
1219678,101,1803,173.63,149
1124434,101,1558,679.03,82
1410229,101,2581,678.03,68
1200729,101,1962,679.03,67
1385843,101,1445,437.53,41
1271689,101,2444,437.53,204
1141690,101,2867,435.53,42
1332490,101,2760,222.13,14
1162395,101,1525,292.03,14
1182161,101,2704,292.03,42
1486250,101,2492,387.03,13
1481074,101,1543,484.03,13
1109234,101,2304,486.03,13
1455930,101,2664,319.16,377
1250303,101,2569,319.16,54
1413466,101,2490,279.36,418
1304031,102,1885,147.5,203
1026909,102,1993,152.35,283
1108085,102,2539,146.5,216
1297853,102,2631,99,41
1104161,102,1248,96.06,53
1322673,102,1778,162.05,189
1305106,102,1062,161.02,311
1246024,102,2707,194.03,121
1072559,102,1207,324.01,216
1330544,102,1230,321.13,271
1210791,102,2322,320.13,311
1433808,102,2290,185.33,905
1431245,102,1727,447.23,324
1370596,102,1109,310.43,148
1339769,102,1216,387.03,28
1099983,102,2826,332.71,136
1173211,102,1754,324.04,123
1172725,102,1971,323.04,81
1375644,102,1198,173.69,176
1221458,102,1311,214.43,81
1111192,102,1803,162.05,26
1470210,102,1558,679.03,40
1142368,102,2581,678.03,81
1208676,102,1962,679.03,55
1407384,102,1445,670.33,14
1332412,102,2444,669.33,15
1396564,102,2867,668.33,40
1411732,102,2760,223.13,13
1024987,102,1525,291.03,14
1166884,102,2704,290.03,14
1415141,102,1543,486.03,15
1139989,102,2664,319.16,337
1234208,102,2569,319.16,107
1442210,102,2490,281.36,204
1051320,103,1885,150.38,406
1310872,103,1993,149.38,310
1173481,103,2539,144.56,149
1091074,103,2631,98,26
1472517,103,1778,161.99,107
1358495,103,1062,162.99,149
1012574,103,2707,194.03,94
1215532,103,1207,324.01,150
1120937,103,1230,312.4,189
1209769,103,2322,325.01,175
1175580,103,2290,184.36,446
1146696,103,1727,447.23,324
1326062,103,1109,283.24,150
1474842,103,1878,290.03,15
1448158,103,2306,243.5,15
1293266,103,2826,332.71,243
1043541,103,1754,324.04,13
1391691,103,1971,323.04,42
1432767,103,1198,229.95,95
1008817,103,1311,169.75,202
1021815,103,1558,678.03,55
1167042,103,2581,680.03,94
1244962,103,1962,678.03,68
1039925,103,2867,669.33,14
1104493,103,2760,223.13,14
1339170,103,1525,291.03,14
1055066,103,2704,292.03,15
1259589,103,2664,302.64,283
1349961,103,2569,302.64,28
1375628,103,2490,281.36,95
1410288,104,1885,151.35,244
1093478,104,1993,152.35,297
1235682,104,2539,150.35,217
1360755,104,2631,99,14
1439959,104,1248,97,26
1460350,104,1778,162.99,338
1038163,104,1062,155.2,121
1074618,104,2707,193.06,231
1093119,104,1207,324.98,148
1337440,104,1230,320.1,67
1482114,104,2322,331.8,177
1177998,104,2290,304.64,257
1161872,104,1727,445.23,257
1231813,104,1109,311.43,377
1193315,104,1878,290.03,13
1213372,104,2306,243.5,54
1373357,104,1216,387.03,13
1087870,104,2126,437.53,13
1065965,104,2826,332.71,229
1400636,104,1754,324.04,69
1163980,104,1971,324.04,54
1226388,104,1198,193.09,67
1030845,104,1311,193.09,136
1202665,104,1803,107.7,81
1381583,104,1558,678.03,41
1410287,104,2581,679.03,27
1457796,104,1962,680.03,41
1293130,104,2867,670.33,14
1048823,104,2760,224.13,14
1447863,104,1525,242.5,14
1134712,104,2704,242.5,28
1010851,104,2492,387.03,15
1174628,104,1543,486.03,53
1165750,104,2304,485.03,13
1440022,104,2664,303.64,324
1044963,104,2569,303.64,189
1126840,104,2490,281.36,351
1472015,105,1885,150.41,229
1490725,105,1993,151.35,202
1241201,105,2539,146.47,189
1365173,105,2139,291.03,26
1421685,105,2631,97,188
1191221,105,1248,99,68
1330808,105,1778,162.02,405
1328347,105,1062,163.02,431
1325394,105,2707,191.09,162
1264361,105,1207,315.25,514
1249169,105,1230,320.16,824
1114838,105,2322,319.16,811
1298515,105,2290,295.85,567
1172132,105,1727,447.23,364
1121452,105,1109,309.43,298
1128760,105,1571,581.03,14
1178765,105,1878,290.03,28
1082064,105,2306,244.5,54
1141556,105,2126,435.53,14
1001358,105,2826,334.71,204
1085238,105,1754,306.58,244
1283545,105,1971,323.04,311
1465608,105,1902,388.03,13
1014936,105,1198,213.43,68
1273166,105,1311,182.36,94
1143754,105,1803,152.32,258
1111994,105,1558,680.03,55
1078342,105,2581,679.03,55
1392198,105,1962,679.03,82
1121132,105,1445,668.33,28
1187712,105,2444,668.33,14
1366146,105,2867,670.33,41
1007534,105,2760,242.53,13
1455659,105,1525,290.03,14
1359445,105,2704,244.5,40
1122045,105,2492,389.03,27
1359426,105,2304,484.03,15
1477355,105,2664,303.64,364
1240394,105,2569,303.64,55
1156507,105,2490,281.36,594
1054933,106,1885,150.38,230
1030997,106,1993,141.62,377
1354108,106,2539,149.41,231
1474558,106,2139,290.03,27
1363417,106,2631,153.26,54
1084614,106,1248,142.59,42
1145148,106,1778,161.05,311
1233544,106,1062,159.14,136
1165923,106,2707,193.03,242
1143174,106,1207,466.6,53
1004677,106,1230,513.13,40
1388567,106,2322,499.55,150
1413422,106,2290,304.64,325
1100147,106,1727,447.23,269
1216139,106,1109,242.53,701
1083492,106,1571,583.03,40
1303727,106,2640,290.03,41
1466202,106,1878,290.03,15
1306557,106,1216,389.03,13
1430310,106,2126,436.53,14
1057203,106,2826,332.71,231
1417083,106,1754,323.04,177
1191597,106,1971,323.04,122
1359395,106,1198,141.62,121
1411488,106,1311,107.7,80
1335277,106,1803,225.1,135
1331951,106,1558,680.03,26
1226552,106,2581,680.03,27
1296712,106,1962,679.03,95
1069606,106,1445,454.93,108
1387244,106,2444,456.93,175
1427128,106,2867,454.93,69
1382782,106,2760,241.53,15
1227493,106,1525,243.5,53
1275682,106,2704,243.5,42
1162184,106,1543,484.03,41
1376948,106,2304,486.03,15
1469760,106,2664,302.64,351
1313343,106,2569,303.64,123
1083433,106,2490,280.36,296
1085334,107,1885,145.53,283
1392285,107,1993,150.35,271
1490275,107,2539,148.41,121
1114770,107,2631,155.26,69
1308987,107,1248,154.26,42
1157828,107,1778,161.02,324
1464586,107,1062,162.99,203
1001883,107,2707,194.06,188
1244881,107,2290,304.64,257
1030417,107,1727,446.23,393
1314676,107,1109,246.38,378
1017718,107,2640,211.46,80
1277264,107,1878,212.46,68
1400244,107,2126,533.53,15
1314894,107,2826,332.71,175
1019786,107,1754,322.04,176
1245772,107,1971,323.04,108
1217047,107,1198,149.44,175
1080671,107,1311,146.5,149
1442627,107,1803,177.51,121
1103839,107,1558,679.03,14
1485537,107,2581,680.03,27
1052312,107,1445,455.93,67
1217503,107,2444,456.93,14
1347609,107,2760,243.53,40
1298028,107,1525,243.5,42
1072513,107,2704,242.5,40
1345264,107,2492,388.03,13
1177112,107,1543,486.03,54
1229421,107,2304,486.03,13
1246480,107,2664,339.56,244
1312870,107,2569,338.56,26
1086060,107,2490,280.36,216
1178616,108,1885,150.35,149
1413076,108,1993,152.35,163
1491684,108,2539,151.35,149
1145623,108,2139,290.03,41
1329535,108,2631,153.26,40
1464423,108,1248,150.41,41
1099341,108,1778,162.99,257
1044967,108,1062,161.02,258
1228871,108,2707,194.06,229
1384391,108,1207,514.13,40
1057326,108,1230,513.13,15
1184489,108,2290,303.64,257
1300468,108,1727,446.23,514
1272599,108,1109,309.43,231
1346718,108,2640,211.46,54
1436131,108,1878,211.46,80
1237394,108,2306,359.93,13
1338344,108,1216,341.5,26
1160892,108,2126,533.53,42
